userId,username,subject,level,questionNumber,question,userAnswer,correctAnswer,isCorrect,timestamp,totalScore,totalQuestions
"68b131107120dad9e358d0fa","Ritika","cpp","1","1","Which header is needed to use std::cout in C++?","#include <iostream>","#include <iostream>","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","2","What is the correct way to print Hello World in C++?","std::cout << "Hello World" << std::endl;","std::cout << "Hello World" << std::endl;","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","3","How do you declare an integer variable x initialized to 10?","int x = 10;","All of the above","false","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","4","Which of the following is the correct main function signature?","int main()","int main()","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","5","Which line correctly reads an integer from standard input into x?","std::cin >> x;","std::cin >> x;","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","6","What is the correct way to include the string library?","#include <string>","#include <string>","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","7","Which of the following creates a vector of ints named v?","std::vector<int> v;","std::vector<int> v;","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","8","What is the correct way to write a single-line comment in C++?","// comment","// comment","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","9","Which operator is used to access members of an object through a pointer?","->","->","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","10","What does this program print?

#include <iostream>
int main(){ int a = 3, b = 4; std::cout << a + b; }
","7","7","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","11","Choose the correct way to define a function that returns the sum of two ints.","int sum(int a, int b) { return a + b; }","int sum(int a, int b) { return a + b; }","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","12","Which keyword creates a constant integer named n with value 5?","const int n = 5;","const int n = 5;","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","13","What is the correct way to read a full line of text into std::string s?","cin.getline(s);","std::getline(std::cin, s);","false","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","14","Which loop prints numbers 0 to 4?","for (int i = 0; i <= 5; i++) std::cout << i;","for (int i = 0; i < 5; i++) std::cout << i;","false","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","15","What is the output?

#include <iostream>
int main(){ bool ok = (5 > 2); std::cout << ok; }
","1","1","true","2025-08-29T04:52:46.027Z","12","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","1","Which header is needed to use std::cout in C++?","Not Answered","#include <iostream>","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","2","What is the correct way to print Hello World in C++?","Not Answered","std::cout << "Hello World" << std::endl;","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","3","How do you declare an integer variable x initialized to 10?","Not Answered","All of the above","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","4","Which of the following is the correct main function signature?","Not Answered","int main()","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","5","Which line correctly reads an integer from standard input into x?","Not Answered","std::cin >> x;","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","6","What is the correct way to include the string library?","Not Answered","#include <string>","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","7","Which of the following creates a vector of ints named v?","Not Answered","std::vector<int> v;","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","8","What is the correct way to write a single-line comment in C++?","Not Answered","// comment","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","9","Which operator is used to access members of an object through a pointer?","Not Answered","->","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","10","What does this program print?

#include <iostream>
int main(){ int a = 3, b = 4; std::cout << a + b; }
","7","7","true","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","11","Choose the correct way to define a function that returns the sum of two ints.","Not Answered","int sum(int a, int b) { return a + b; }","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","12","Which keyword creates a constant integer named n with value 5?","Not Answered","const int n = 5;","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","13","What is the correct way to read a full line of text into std::string s?","Not Answered","std::getline(std::cin, s);","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","14","Which loop prints numbers 0 to 4?","Not Answered","for (int i = 0; i < 5; i++) std::cout << i;","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","cpp","1","15","What is the output?

#include <iostream>
int main(){ bool ok = (5 > 2); std::cout << ok; }
","Not Answered","1","false","2025-08-29T04:54:56.472Z","1","15"
"68b131107120dad9e358d0fa","Ritika","julia","1","1","What is the correct way to print Hello World in Julia?","Not Answered","println("Hello World")","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","2","Which file extension is used for Julia source files?","Not Answered",".jl","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","3","What is the result of typeof(3.14) in Julia?","Not Answered","Float64","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","4","How do you create a 1-to-5 range in Julia?","Not Answered","1:5","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","5","Which of the following creates an array of integers from 1 to 3?","Not Answered","[1,2,3]","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","6","What is the correct syntax to define a simple function f that returns x + y?","Not Answered","function f(x,y) x + y end","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","7","What will the following print?

x = 10
if x > 5
    println(""big"")
else
    println(""small"")
end","Not Answered","big","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","8","Which collection is immutable in Julia?","Not Answered","Tuple","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","9","How do you access the first element of an array a = [10,20,30] in Julia?","Not Answered","a[9]","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","julia","1","10","Which code correctly creates a dictionary mapping ""a"" to 1 and ""b"" to 2?","Not Answered","Dict("a" => 1, "b" => 2)","false","2025-08-29T04:55:45.732Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","1","Which header is needed to use std::cout in C++?","Not Answered","#include <iostream>","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","2","What is the correct way to print Hello World in C++?","Not Answered","std::cout << "Hello World" << std::endl;","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","3","How do you declare an integer variable x initialized to 10?","Not Answered","All of the above","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","4","Which of the following is the correct main function signature?","Not Answered","int main()","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","5","Which line correctly reads an integer from standard input into x?","Not Answered","std::cin >> x;","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","6","What is the correct way to include the string library?","Not Answered","#include <string>","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","7","Which of the following creates a vector of ints named v?","Not Answered","std::vector<int> v;","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","8","What is the correct way to write a single-line comment in C++?","Not Answered","// comment","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","9","Which operator is used to access members of an object through a pointer?","Not Answered","->","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","cpp","1","10","What does this program print?

#include <iostream>
int main(){ int a = 3, b = 4; std::cout << a + b; }
","Not Answered","7","false","2025-08-29T04:59:41.749Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","1","What will be the output of: print(class(5)) in R?","Not Answered",""numeric"","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","2","Which operator is commonly used for assignment in R?","Not Answered","<-","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","3","What will be the output of: length(c(10, 20, 30, 40))?","Not Answered","4","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","4","How do you create a sequence from 1 to 5 in R?","Not Answered","1:5","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","5","What will be the value of x after: x <- c(2, 4); x[2] <- 10?","Not Answered","c(2, 10)","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","6","Which function combines values into a vector?","Not Answered","c()","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","7","What will be the output of: sum(c(1, 2, 3, 4))?","Not Answered","10","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","8","How do you check the structure of an object in R?","Not Answered","str()","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","9","What is the correct way to create a data frame with columns a = c(1,2) and b = c(""x"",""y"")?","Not Answered","data.frame(a=c(1,2), b=c("x","y"))","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","r","1","10","What will be the output of: typeof(TRUE)?","Not Answered",""logical"","false","2025-08-29T05:02:20.458Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","1","What does HTML stand for?","Not Answered","HyperText Markup Language","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","2","Which tag is used to create a hyperlink in HTML?","Not Answered","<a>","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","3","Which of the following is used to apply styles to a web page?","Not Answered","CSS","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","4","Inside which HTML element do we put JavaScript code?","Not Answered","<script>","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","5","Which CSS property is used to change the text color?","Not Answered","color","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","6","What is the correct HTML tag for the largest heading?","Not Answered","<h1>","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","7","Which symbol is used for IDs in CSS selectors?","Not Answered","#","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","8","Which of these is a JavaScript data type?","Not Answered","Boolean","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","9","Which HTML tag is used to display an image?","Not Answered","<img>","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","10","In JavaScript, what will typeof [] return?","Not Answered","'object'","false","2025-08-29T05:03:25.612Z","0","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","1","What does HTML stand for?","HyperText Markup Language","HyperText Markup Language","true","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","2","Which tag is used to create a hyperlink in HTML?","<a>","<a>","true","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","3","Which of the following is used to apply styles to a web page?","CSS","CSS","true","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","4","Inside which HTML element do we put JavaScript code?","<script>","<script>","true","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","5","Which CSS property is used to change the text color?","color","color","true","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","6","What is the correct HTML tag for the largest heading?","<head>","<h1>","false","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","7","Which symbol is used for IDs in CSS selectors?","#","#","true","2025-08-29T05:42:37.687Z","7","10"
"68b131107120dad9e358d0fa","Ritika","webdev","1","8","Which of these is a JavaScript data type?","Integer","Boolean","false","2025-08-29T05:42:37.687Z","7","10"
